,Malignant,B cell,Dendritic,Endothelial,Fibroblast,Macrophage,Mast,T cell
ACVR1B,0.19135168983100623,0.2153514996593381,0.05735314957046591,0.1807087481695722,0.1895962018029659,0.03332855977648802,0.11206885859121402,0.26013882063520744
ACVR2A,0.35832444101886185,0.2221084066883517,0.1872088845211562,0.3510724228164794,0.34921234665674755,0.08140642849965922,0.16392007939531747,0.2991288201701162
ACYP1,0.3254186985767817,0.16155183552713337,0.060721461010414965,0.3022178382456257,0.31289490042422513,0.12898406961091766,0.1689980148891095,0.25589975015845995
ACYP2,0.2986752532528569,0.260088007055465,0.17905721791009085,0.29888018578492137,0.2975690375927874,0.21543044742930953,0.12666189187382615,0.24042644101770222
ADA2,0.25371907273107347,0.23379227187881324,0.11071214601475518,0.22794307256857071,0.25451784444036213,0.04191309317466338,0.2898709232085021,0.28350946209371497
ADAM10,0.2265771053327794,0.19575458236442184,0.11385494338714522,0.2251644395264273,0.2268477949876549,0.1884563020428905,0.07574860150724375,0.0633488380024473
ADAM12,0.20052996193215036,0.14728547831328923,0.18581287054482937,0.2187442254983865,0.22512029192549682,0.0702376213595428,0.008264204104513336,0.2756454301014987
ADAM15,0.2961834060726509,0.2039363036032293,0.16462242340684047,0.29405282661095594,0.29756832992434035,0.12329476121066459,0.07352413112222193,0.2636391097151522
ADAM17,0.20397891862835293,0.20519289531807072,0.057746102313415454,0.20228302524437972,0.20241022904194458,0.12245512401950537,0.0009550427066838008,0.27908268725366525
ADAM28,0.2049375595841714,0.20889632006322614,0.10167866314448204,0.2416656950606844,0.19464078666323287,-0.02477632300561385,0.11278343290722473,0.21244330257433214
ADAM8,0.16481191026289596,0.1965366931139548,0.07408232515035891,0.14452676266420428,0.14659748428272742,0.1385884608293729,0.15090772277346803,0.2494305304203151
ADAM9,0.23898916623713898,0.1744983174465809,0.11277361547592632,0.2382262965807012,0.23909324512510258,0.15792848341175966,0.1322731410815125,0.20765368747785523
ADAMTS10,0.24949562276351778,0.19256431568668173,0.30361609492412145,0.25288741470916554,0.2508339909346166,0.20469926650448944,0.13238726590604266,0.2368827991816573
ADAMTS13,0.20440533929721363,0.19620677873961537,0.20979425487287978,0.22923732292895008,0.2143628443121277,0.019376475359306686,0.32714502755034125,0.20017994600077219
ADAMTS15,0.3658766903566388,0.37634890893946205,0.37168662994052787,0.4060767532034593,0.3878023593245774,0.0001438728099465453,0.05393484458410516,0.2565051466188835
ADAMTS20,0.22872638484575059,0.1498752204197721,0.0912313355048482,0.043905339489058,0.05621979396264556,0.10594242802466154,0.03212403782385572,0.17126190537471514
ADAMTS6,-0.047670067652255864,0.1954807331815014,0.09802393980244763,0.3609399200625499,0.35813386704962025,0.0019457044006066172,0.04050997151071242,0.22744961647025944
ADAMTS7,0.13553799972773908,0.19466935926589066,0.2548401382823351,0.3184638875477103,0.2974651099825118,0.19868821071998038,0.10096118103123955,0.22362086397716865
ADAMTSL4,0.17636115454089113,0.2430408681483219,0.16275344512069098,0.1727821063933465,0.20771502351964305,0.23484322120229076,0.062285783141776345,0.1483252059368115
ADAMTSL4-AS1,-0.012123556297056883,0.12596362797115648,0.12041486716335703,0.08129090800908242,0.10738448197110842,0.17734539470393243,0.19266144688484826,0.19313699422730327
ADAMTSL4-AS2,0.11333721291745871,0.009764597410477206,0.1619583495610434,0.15706792917143156,0.09719070873184624,0.042352187958731365,0.11692080153679604,0.05861689228169863
ADAMTSL5,0.2319992412068483,0.1275228354607095,0.12111438859349023,0.17741100192742196,0.25599636274086646,0.07483584708315001,0.07793259612533367,0.2324786830509294
ADAP1,0.36730298193043603,0.24336630840739215,0.02400915302506453,0.2654543155899882,0.2956464807136785,0.11849529181812285,0.058133231954569105,0.2615922983719895
ADAR,0.18613958269314562,0.18122642357625307,0.09403437800774345,0.17720539133753768,0.1826739065560828,0.1807946358131496,-0.030051043401700124,-0.0009495331562027975
ADARB1,0.2104550179671497,0.20955109638344774,0.16414809683213577,0.2123067230048192,0.21122559852410058,0.06564953429162317,0.13999162623253747,0.2516730858011279
